route_short_name,trip_id
110,7739088
110,7739089
110,7739090
110,7739091
110,7739092
110,7739093
110,7739094
110,7739095
110,7739096
110,7739097
110,7739098
110,7739099
110,7743247
110,7743248
110,7743249
110,7743250
110,7743251
110,7743252
110,7743253
110,7743254
110,7743255
110,7743256
110,7743257
110,7743258
110,7743259
110,7743260
110,7743261
110,7743262
110,7743263
110,7743264
110,7743265
110,7743266
110,7743267
110,7743268
110,7743269
110,7743270
110,7743271
110,7743272
110,7743273
110,7743274
110,7743275
110,7743276
110,7743277
110,7743278
110,7743279
110,7749819
110,7749820
110,7749821
110,7749822
110,7749823
110,7749824
110,7749825
110,7749826
110,7749827
110,7749828
110,7749829
110,7749830
110,7749831
110,7749832
110,7749833
110,7749834
110,7749835
110,7749836
110,7749837
110,7749838
110,7749839
110,7749840
110,7749841
110,7749842
110,7749843
110,7749844
110,7749845
110,7749846
110,7749847
110,7749848
110,7749849
110,7749850
110,7749851
110,7749852
110,7749853
110,7749854
110,7749855
110,7749856
110,7749857
110,7749858
110,7749859
110,7749860
110,7749861
110,7749862
110,7749863
110,7749864
110,7754897
110,7754898
110,7754899
110,7754900
110,7754901
110,7754902
110,7754903
110,7754904
110,7754905
110,7754906
110,7754907
110,7754908
110,7754909
110,7754910
110,7754911
110,7754912
110,7754913
110,7754914
110,7754915
110,7754916
110,7754917
110,7754918
110,7755162
110,7755163
110,7755164
110,7755165
110,7755166
110,7755167
110,7755168
110,7755169
110,7755170
110,7755171
110,7755172
110,7755173
110,7755174
110,7755175
110,7755176
110,7755177
110,7755178
110,7755179
110,7755180
110,7755181
110,7756697
110,7756698
110,7756699
110,7756700
110,7756701
110,7756702
110,7756703
110,7756704
110,7756705
110,7756706
110,7756707
110,7756708
110,7756709
110,7756710
110,7756711
110,7756712
110,7756713
110,7756714
110,7756715
110,7756716
110,7756717
110,7756718
110,7756719
110,7756720
110,7756721
110,7756722
110,7756723
110,7756724
110,7756725
110,7756726
110,7756727
110,7756728
110,7756729
110,7756730
110,7756731
110,7756732
110,7756733
110,7756734
110,7756773
110,7756774
110,7756775
110,7756776
110,7756777
110,7760608
110,7760609
110,7760610
110,7762111
110,7762112
110,7762113
110,7762114
110,7762154
110,7762155
110,7763077
110,7763078
110,7763079
110,7763080
110,7763081
110,7763082
110,7763083
110,7763502
110,7763503
110,7763504
110,7763505
110,7763506
110,7763507
110,7763508
110,7763509
110,7763510
110,7765654
110,7765655
110,7765656
110,7765657
110,7765658
110,7765659
110,7765660
110,7765661
110,7765662
110,7765663
110,7765664
110,7765665
110,7765666
110,7765667
110,7765668
110,7765669
110,7765670
110,7765671
110,7765672
110,7765673
110,7765828
110,7765829
110,7765830
110,7765831
110,7765832
110,7765833
110,7765882
110,7765883
110,7765884
110,7765885
110,7765886
110,7765887
110,7765888
110,7765889
110,7765890
110,7765891
110,7765892
110,7765893
110,7765894
110,7765895
110,7765896
110,7765897
110,7765898
110,7765899
110,7765900
110,7765901
110,7765902
110,7765903
110,7765904
110,7765905
110,7765906
110,7765907
110,7765908
110,7765909
110,7765910
110,7765911
110,7765912
110,7765913
110,7765914
110,7765915
110,7767473
110,7767474
110,7767475
110,7767476
110,7767477
110,7767478
110,7767479
110,7767480
110,7767717
110,7767718
110,7767719
110,7767720
110,7767721
110,7767722
110,7767723
110,7767724
110,7767725
110,7767726
110,7767727
110,7767728
110,7767729
110,7767730
110,7767731
110,7767732
110,7767733
110,7767734
110,7767735
110,7767736
110,7767737
110,7767738
110,7767739
110,7767740
110,7767741
110,7767742
110,7767743
110,7767744
110,7767745
110,7767746
110,7768205
110,7768206
110,7768207
110,7768208
110,7771712
110,7771713
110,7771714
110,7772058
110,7772061
110,7772062
110,7772063
110,7772653
110,7772654
110,7772729
110,7772730
110,7772731
110,7773534
110,7773536
110,7773537
110,7773538
110,7773539
110,7773540
110,7773639
110,7773640
110,7773709
110,7773710
110,7773711
110,7773820
110,7773827
110,7773828
110,7773829
110,7773830
110,7773831
110,7773832
110,7774552
110,7774553
110,7774554
110,7774626
110,7774627
110,7774710
110,7774711
110,7775801
110,7775803
110,7775804
110,7775805
110,7775806
110,7775807
110,7776460
110,7776463
110,7776464
110,7776465
110,7776466
110,7776467
110,7776468
110,7776783
110,7776784
110,7776785
110,7776786
110,7776787
110,7776788
110,7777119
110,7777293
110,7777294
110,7777295
110,7777296
110,7777297
110,7777298
110,7778606
110,7778611
110,7778612
110,7778613
110,7778615
110,7778616
110,7778617
110,7778618
110,7778619
110,7778620
110,7779113
110,7779122
110,7779123
110,7779124
110,7779125
110,7779126
110,7779127
110,7779128
111,7734469
111,7734470
111,7734471
111,7734472
111,7734473
111,7734474
111,7734475
111,7734484
111,7734485
111,7734486
111,7734487
111,7734488
111,7734489
111,7734490
111,7734491
111,7734492
111,7734493
111,7735947
111,7735948
111,7735949
111,7735950
111,7735951
111,7735952
111,7736762
111,7736764
111,7736765
111,7739100
111,7739101
111,7739102
111,7739103
111,7739104
111,7739109
111,7739110
111,7739111
111,7739112
111,7739113
111,7739114
111,7739115
111,7739116
111,7739117
111,7739118
111,7740619
111,7740620
111,7740621
111,7740622
111,7740623
111,7740624
111,7740625
111,7740626
111,7740802
111,7743280
111,7743281
111,7743282
111,7743283
111,7743284
111,7743285
111,7743286
111,7743293
111,7743294
111,7743295
111,7743296
111,7743297
111,7743298
111,7743299
111,7744314
111,7744315
111,7744316
111,7744317
111,7744318
111,7744319
111,7744320
111,7744321
111,7744354
111,7749865
111,7749866
111,7749867
111,7749868
111,7749869
111,7749870
111,7749871
111,7750119
111,7750126
111,7750127
111,7750128
111,7750129
111,7750130
111,7750131
111,7750132
111,7750133
111,7750134
111,7750135
111,7750136
111,7750570
111,7750571
111,7750572
111,7750573
111,7750574
111,7750575
111,7750576
111,7755182
111,7755183
111,7755184
111,7755185
111,7755186
111,7755193
111,7755194
111,7755195
111,7755196
111,7755197
111,7755198
111,7755199
111,7755200
111,7755201
111,7756239
111,7756240
111,7756241
111,7756242
111,7756243
111,7756735
111,7756736
111,7756737
111,7756738
111,7756739
111,7756740
111,7756743
111,7756744
111,7756745
111,7756746
111,7756784
111,7756786
111,7757425
111,7757426
111,7757427
111,7757428
111,7757429
111,7760643
111,7760644
111,7762156
111,7762157
111,7762159
111,7762341
111,7762342
111,7762343
111,7762344
111,7762345
111,7762983
111,7763084
111,7763086
111,7763511
111,7763512
111,7763573
111,7763684
111,7763685
111,7764699
111,7764700
111,7764964
111,7765834
111,7765836
111,7765916
111,7765917
111,7765918
111,7765919
111,7765920
111,7765921
111,7765925
111,7765926
111,7765927
111,7765928
111,7765929
111,7765930
111,7765931
111,7765932
111,7765933
111,7765934
111,7767747
111,7767748
111,7767749
111,7767750
111,7767751
111,7767756
111,7767757
111,7767758
111,7768209
111,7768210
111,7768212
111,7768213
111,7768488
111,7768489
111,7768490
111,7768491
111,7768492
111,7771716
111,7771990
111,7772652
111,7772657
111,7772732
111,7772868
111,7772919
111,7773535
111,7773544
111,7773545
111,7773642
111,7773708
111,7773835
111,7773836
111,7773890
111,7773964
111,7774537
111,7774539
111,7774555
111,7774556
111,7774625
111,7774630
111,7774631
111,7774714
111,7774833
111,7774922
111,7774923
111,7774924
111,7775227
111,7775802
111,7775810
111,7775811
111,7776471
111,7776472
111,7776795
111,7777118
111,7777299
111,7777300
111,7777301
111,7777302
111,7778399
111,7778400
111,7778614
111,7779132
111,7779133
111,7779134
111,7779135
111,7779385
111,7779389
111,7779488
111,7779490
111,7779491
115,7734494
115,7734495
115,7734496
115,7734497
115,7734498
115,7734499
115,7734500
115,7734501
115,7734502
115,7734503
115,7734504
115,7734505
115,7734514
115,7734515
115,7734516
115,7734517
115,7734518
115,7734519
115,7734521
115,7734522
115,7734523
115,7734524
115,7734525
115,7734526
115,7734527
115,7734528
115,7735395
115,7735396
115,7735397
115,7735398
115,7735399
115,7735400
115,7735401
115,7735402
115,7735953
115,7735954
115,7736766
115,7736767
115,7736768
115,7736769
115,7736770
115,7739119
115,7739120
115,7739121
115,7739122
115,7739123
115,7739124
115,7739125
115,7739126
115,7739127
115,7739128
115,7739140
115,7739141
115,7739142
115,7739147
115,7739148
115,7739149
115,7739150
115,7739151
115,7739152
115,7739153
115,7739154
115,7739155
115,7739156
115,7740627
115,7740628
115,7740629
115,7740630
115,7740631
115,7740632
115,7740633
115,7740634
115,7740635
115,7740636
115,7740803
115,7740804
115,7743300
115,7743544
115,7743545
115,7743546
115,7743547
115,7743548
115,7743549
115,7743550
115,7743565
115,7743566
115,7743567
115,7743568
115,7743569
115,7743572
115,7743573
115,7743574
115,7743575
115,7743576
115,7743577
115,7743578
115,7743579
115,7743580
115,7743581
115,7743582
115,7743583
115,7744322
115,7744323
115,7744324
115,7744325
115,7744326
115,7744327
115,7744328
115,7744329
115,7744330
115,7744331
115,7744332
115,7744333
115,7750137
115,7750138
115,7750139
115,7750140
115,7750141
115,7750142
115,7750143
115,7750144
115,7750145
115,7750146
115,7750147
115,7750148
115,7750149
115,7750156
115,7750157
115,7750158
115,7750159
115,7750160
115,7750164
115,7750165
115,7750166
115,7750167
115,7750168
115,7750169
115,7750170
115,7750171
115,7750172
115,7750173
115,7750174
115,7750175
115,7750176
115,7750577
115,7750578
115,7750579
115,7750580
115,7750581
115,7750582
115,7750583
115,7750584
115,7750585
115,7755202
115,7755203
115,7755204
115,7755205
115,7755206
115,7755207
115,7755208
115,7755209
115,7755220
115,7755221
115,7755223
115,7755224
115,7755225
115,7755226
115,7755227
115,7756244
115,7756245
115,7756246
115,7756247
115,7756248
115,7756249
115,7756747
115,7756748
115,7756749
115,7756750
115,7756751
115,7756752
115,7756753
115,7756754
115,7756755
115,7756756
115,7756787
115,7756788
115,7757002
115,7757007
115,7757008
115,7757009
115,7757010
115,7757011
115,7757012
115,7757430
115,7757431
115,7757432
115,7757433
115,7757434
115,7757435
115,7757436
115,7757437
115,7757438
115,7757439
115,7757440
115,7757441
115,7757442
115,7760645
115,7760646
115,7761665
115,7761666
115,7761667
115,7761668
115,7761669
115,7761670
115,7762160
115,7762161
115,7762165
115,7762346
115,7762347
115,7762348
115,7762349
115,7762350
115,7762351
115,7762352
115,7762353
115,7762354
115,7762355
115,7762356
115,7762357
115,7762984
115,7763362
115,7763364
115,7763365
115,7763574
115,7763575
115,7763911
115,7763912
115,7764701
115,7764702
115,7764703
115,7764705
115,7764707
115,7764965
115,7764966
115,7765837
115,7765838
115,7765842
115,7765843
115,7765935
115,7765936
115,7765937
115,7765938
115,7765939
115,7765940
115,7765941
115,7765942
115,7765943
115,7765944
115,7765945
115,7765946
115,7765947
115,7765956
115,7765957
115,7765958
115,7765959
115,7765960
115,7765961
115,7767759
115,7767760
115,7767761
115,7767762
115,7767763
115,7767764
115,7767765
115,7767766
115,7767767
115,7767768
115,7767776
115,7767777
115,7767778
115,7767779
115,7767780
115,7767781
115,7767784
115,7767785
115,7767786
115,7767787
115,7767788
115,7767789
115,7767790
115,7768214
115,7768215
115,7768216
115,7768218
115,7768493
115,7768494
115,7768495
115,7768496
115,7768497
115,7768498
115,7768499
115,7768500
115,7768501
115,7768746
115,7768747
115,7768748
115,7771715
115,7771717
115,7771719
115,7772655
115,7772656
115,7772658
115,7772661
115,7772863
115,7772918
115,7773541
115,7773542
115,7773543
115,7773546
115,7773554
115,7773641
115,7773712
115,7773713
115,7773833
115,7773834
115,7773837
115,7774532
115,7774533
115,7774534
115,7774535
115,7774536
115,7774558
115,7774559
115,7774560
115,7774562
115,7774564
115,7774628
115,7774629
115,7774712
115,7774713
115,7774834
115,7774835
115,7774921
115,7775228
115,7775230
115,7775231
115,7775808
115,7775809
115,7776469
115,7776470
115,7776476
115,7776734
115,7776789
115,7776790
115,7776791
115,7776792
115,7776793
115,7776794
115,7776798
115,7778246
115,7778247
115,7778401
115,7778621
115,7778622
115,7778623
115,7779129
115,7779130
115,7779131
115,7779139
115,7779386
115,7779387
115,7779388
116,7734529
116,7734530
116,7734531
116,7734532
116,7734533
116,7734537
116,7734538
116,7734539
116,7734540
116,7734541
116,7734542
116,7734543
116,7734544
116,7734545
116,7735403
116,7735404
116,7735405
116,7735406
116,7735407
116,7735408
116,7735409
116,7735410
116,7735411
116,7735412
116,7735413
116,7735414
116,7735415
116,7735802
116,7735803
116,7735804
116,7736771
116,7736772
116,7736773
116,7736774
116,7739157
116,7739158
116,7739159
116,7739160
116,7739161
116,7739162
116,7739163
116,7739164
116,7739165
116,7739166
116,7739167
116,7739168
116,7739173
116,7739174
116,7739175
116,7739176
116,7739177
116,7739178
116,7739179
116,7739180
116,7739181
116,7739182
116,7739183
116,7740637
116,7740638
116,7740639
116,7740640
116,7740641
116,7740642
116,7740643
116,7740805
116,7740806
116,7743584
116,7743585
116,7743586
116,7743587
116,7743588
116,7743589
116,7743590
116,7743591
116,7743592
116,7743593
116,7743596
116,7743597
116,7743598
116,7743599
116,7743600
116,7743601
116,7743602
116,7743603
116,7743604
116,7743605
116,7743606
116,7743607
116,7743608
116,7743609
116,7743610
116,7744334
116,7744335
116,7744336
116,7744337
116,7744338
116,7744339
116,7744340
116,7744341
116,7744342
116,7750177
116,7750178
116,7750179
116,7750180
116,7750181
116,7750182
116,7750183
116,7750184
116,7750185
116,7750186
116,7750194
116,7750195
116,7750196
116,7750197
116,7750198
116,7750199
116,7750426
116,7750427
116,7750428
116,7750586
116,7750587
116,7750830
116,7750831
116,7750832
116,7750833
116,7750834
116,7750835
116,7750836
116,7750837
116,7750838
116,7750839
116,7755228
116,7755229
116,7755230
116,7755231
116,7755232
116,7755233
116,7755234
116,7755235
116,7755240
116,7755241
116,7755242
116,7755486
116,7755487
116,7755488
116,7755489
116,7755490
116,7755491
116,7755492
116,7755493
116,7755494
116,7755495
116,7755496
116,7756250
116,7756251
116,7756252
116,7756253
116,7756254
116,7756255
116,7756256
116,7757013
116,7757014
116,7757015
116,7757016
116,7757017
116,7757018
116,7757019
116,7757020
116,7757025
116,7757026
116,7757027
116,7757028
116,7757029
116,7757030
116,7757031
116,7757032
116,7757033
116,7757034
116,7757035
116,7757036
116,7757037
116,7757038
116,7757039
116,7757040
116,7757041
116,7757042
116,7757043
116,7757044
116,7757443
116,7757444
116,7757445
116,7757446
116,7757447
116,7757448
116,7757449
116,7757450
116,7757451
116,7758734
116,7758735
116,7758736
116,7758737
116,7758738
116,7760647
116,7761671
116,7761672
116,7761673
116,7761674
116,7761675
116,7761676
116,7761677
116,7761682
116,7761683
116,7761684
116,7761685
116,7761686
116,7761687
116,7761688
116,7761689
116,7761690
116,7761691
116,7761692
116,7761693
116,7762166
116,7762167
116,7762358
116,7762359
116,7762360
116,7762361
116,7762362
116,7762363
116,7762364
116,7762365
116,7762366
116,7762367
116,7762368
116,7762369
116,7762724
116,7762726
116,7762727
116,7762728
116,7762985
116,7763366
116,7763367
116,7763369
116,7763370
116,7763371
116,7763576
116,7763577
116,7763913
116,7763914
116,7764708
116,7764709
116,7764918
116,7764920
116,7764921
116,7765844
116,7765845
116,7765846
116,7765847
116,7765848
116,7767791
116,7767792
116,7767793
116,7767794
116,7767795
116,7767796
116,7767797
116,7768038
116,7768039
116,7768040
116,7768041
116,7768042
116,7768046
116,7768047
116,7768048
116,7768049
116,7768050
116,7768051
116,7768052
116,7768053
116,7768054
116,7768055
116,7768056
116,7768057
116,7768058
116,7768059
116,7768060
116,7768749
116,7768750
116,7768751
116,7768752
116,7768753
116,7768754
116,7768755
116,7768756
116,7768757
116,7768758
116,7771720
116,7771721
116,7772525
116,7772662
116,7772736
116,7772737
116,7772862
116,7772872
116,7772873
116,7772922
116,7772998
116,7773547
116,7773549
116,7773550
116,7773551
116,7773552
116,7773553
116,7773840
116,7773841
116,7773842
116,7773969
116,7774565
116,7774566
116,7774595
116,7774632
116,7774633
116,7774715
116,7774716
116,7774717
116,7774738
116,7774739
116,7774926
116,7774927
116,7774928
116,7774929
116,7774930
116,7775229
116,7775236
116,7775812
116,7775814
116,7775815
116,7775816
116,7776475
116,7776477
116,7776478
116,7776479
116,7776733
116,7776741
116,7776742
116,7776796
116,7776799
116,7777303
116,7777308
116,7777309
116,7778252
116,7779137
116,7779138
116,7779140
116,7779395
116,7779397
116,7779398
116,7779489
116,7779561
117,7734546
117,7734547
117,7734548
117,7734549
117,7734550
117,7734551
117,7734552
117,7734553
117,7734554
117,7734555
117,7734556
117,7734557
117,7734558
117,7734573
117,7734574
117,7734575
117,7734576
117,7734577
117,7734578
117,7735416
117,7735417
117,7735418
117,7735419
117,7735420
117,7735421
117,7735422
117,7735423
117,7735424
117,7735425
117,7735426
117,7735805
117,7735806
117,7736775
117,7736776
117,7736777
117,7736780
117,7739184
117,7739185
117,7739186
117,7739187
117,7739188
117,7739189
117,7739190
117,7739191
117,7739192
117,7739193
117,7739194
117,7739209
117,7739210
117,7739211
117,7739212
117,7739213
117,7739214
117,7739215
117,7739216
117,7739217
117,7739218
117,7739219
117,7739220
117,7739221
117,7739222
117,7739223
117,7740644
117,7740645
117,7740646
117,7740647
117,7740648
117,7740649
117,7740650
117,7740651
117,7740652
117,7740653
117,7740654
117,7740655
117,7740807
117,7740808
117,7743611
117,7743612
117,7743613
117,7743614
117,7743615
117,7743616
117,7743875
117,7743876
117,7743877
117,7743878
117,7743879
117,7743880
117,7743881
117,7743882
117,7743883
117,7743884
117,7743885
117,7743886
117,7744343
117,7744344
117,7744345
117,7744346
117,7744579
117,7744580
117,7750429
117,7750430
117,7750431
117,7750432
117,7750433
117,7750434
117,7750435
117,7750436
117,7750437
117,7750438
117,7750439
117,7750457
117,7750458
117,7750459
117,7750460
117,7750461
117,7750462
117,7750463
117,7750464
117,7750465
117,7750466
117,7750467
117,7750468
117,7750469
117,7750470
117,7750471
117,7750840
117,7750841
117,7750842
117,7750843
117,7750844
117,7750845
117,7750846
117,7750847
117,7750848
117,7750849
117,7750850
117,7750851
117,7750852
117,7755497
117,7755498
117,7755499
117,7755500
117,7755501
117,7755502
117,7755503
117,7755523
117,7755524
117,7755525
117,7755526
117,7755527
117,7755528
117,7755529
117,7755530
117,7755531
117,7755532
117,7756257
117,7756258
117,7756259
117,7756260
117,7756261
117,7756262
117,7756263
117,7756264
117,7757045
117,7757046
117,7757047
117,7757048
117,7757049
117,7757050
117,7757051
117,7757052
117,7757068
117,7757069
117,7757070
117,7757319
117,7757320
117,7757321
117,7757322
117,7757323
117,7757324
117,7757325
117,7757326
117,7757327
117,7757328
117,7757329
117,7757330
117,7757331
117,7757332
117,7757452
117,7757453
117,7757454
117,7757455
117,7757456
117,7757457
117,7757458
117,7757459
117,7757460
117,7757461
117,7757462
117,7757463
117,7757464
117,7757465
117,7757466
117,7757467
117,7758739
117,7758740
117,7758741
117,7758745
117,7760648
117,7760649
117,7761694
117,7761695
117,7761696
117,7761697
117,7761698
117,7761699
117,7761700
117,7761701
117,7761702
117,7761725
117,7761726
117,7761727
117,7761728
117,7761729
117,7761730
117,7761731
117,7761732
117,7761733
117,7761734
117,7761735
117,7761736
117,7761737
117,7762370
117,7762371
117,7762372
117,7762373
117,7762374
117,7762375
117,7762438
117,7762443
117,7762444
117,7762729
117,7762730
117,7762735
117,7762736
117,7762986
117,7762987
117,7763372
117,7763578
117,7763626
117,7763627
117,7763915
117,7764941
117,7764942
117,7764943
117,7765218
117,7765849
117,7765850
117,7765851
117,7765854
117,7765855
117,7768061
117,7768062
117,7768063
117,7768064
117,7768065
117,7768066
117,7768067
117,7768068
117,7768069
117,7768083
117,7768084
117,7768085
117,7768086
117,7768087
117,7768088
117,7768089
117,7768090
117,7768091
117,7768092
117,7768093
117,7768094
117,7768095
117,7768096
117,7768097
117,7768098
117,7768759
117,7768760
117,7768761
117,7768762
117,7768763
117,7768764
117,7768765
117,7768766
117,7768767
117,7768768
117,7768769
117,7771155
117,7771156
117,7771157
117,7771519
117,7771718
117,7771723
117,7771993
117,7772064
117,7772659
117,7772660
117,7772733
117,7772734
117,7772735
117,7773548
117,7773558
117,7773643
117,7773644
117,7773714
117,7773715
117,7773745
117,7773746
117,7773838
117,7773839
117,7773846
117,7773847
117,7773848
117,7773849
117,7773968
117,7773970
117,7774540
117,7774596
117,7774597
117,7774601
117,7774602
117,7774603
117,7774636
117,7774721
117,7774736
117,7774737
